hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
4241E1,VP-CNR,KY,28.32,44.23,12496,103,1096,0.30000000000000004,,,,,,,,,,GLF6,1647955710,en-route
4682A6,678,GR,30.69,39.0,12496,116,1051,0.30000000000000004,352C,HAF352C,,,,,,HAF,,GLF5,1647955710,en-route
06A14B,A7-APJ,QA,38.34,41.53,12496,117,961,0.0,47H,QTR47H,QR6,EGLL,LHR,OTHH,DOH,QTR,QR,A388,1647955710,en-route
89655E,A6-EVR,AE,35.69,43.92,12192,344,907,0.0,9EX,UAE9EX,EK75,OMDB,DXB,LFPG,CDG,UAE,EK,A388,1647955710,en-route
7105AC,HZ-AR25,SA,23.02,44.43,12192,288,825,-0.30000000000000004,829,SVA829,SV829,WMKK,KUL,OEMA,MED,SVA,SV,B78X,1647955710,en-route
01015E,SU-GDV,EG,27.94,34.47,12192,316,718,0.0,2652,MSR2652,MS2652,OERK,RUH,HECA,CAI,MSR,MS,A333,1647955710,en-route
06A0BC,A7-BCX,QA,28.64,39.49,12184,296,709,-0.30000000000000004,1301,QTR1301,QR1301,OTHH,DOH,HECA,CAI,QTR,QR,B788,1647955710,en-route
89655F,A6-EVS,AE,28.3,44.07,11887,105,1088,0.0,8UW,UAE8UW,EK202,KJFK,JFK,OMDB,DXB,UAE,EK,A388,1647955710,en-route
39CF09,F-HTYJ,FR,38.33,42.33,11887,119,955,0.0,194,AFR194,AF194,LFPG,CDG,VOBL,BLR,AFR,AF,A359,1647955710,en-route
C023C9,C-FNOI,CA,26.46,40.53,11887,91,1114,0.0,56,ACA56,AC56,CYYZ,YYZ,OMDB,DXB,ACA,AC,B789,1647955710,en-route
76CCE6,9V-SGF,SG,26.23,36.42,11887,102,1109,0.0,23,SIA23,SQ23,KJFK,JFK,WSSS,SIN,SIA,SQ,A359,1647955710,en-route
06A124,A7-ANH,QA,29.02,40.45,11887,100,1135,0.0,15W,QTR15W,QR778,KMIA,MIA,OTHH,DOH,QTR,QR,A35K,1647955710,en-route
71005B,HZ-AQI,SA,14.28,35.08,11887,201,851,0.0,431,SVA431,SV431,OEJN,JED,HKJK,NBO,SVA,SV,A333,1647955710,en-route
71005C,HZ-AQJ,SA,22.84,42.61,11582,266,759,0.0,755,SVA755,SV755,VOHS,HYD,OEJN,JED,SVA,SV,A333,1647955710,en-route
06A095,A7-AHL,QA,28.15,44.42,11582,282,635,0.30000000000000004,426,QTR426,QR426,OTHH,DOH,OLBA,BEY,QTR,QR,A320,1647955710,en-route
4BA9F6,TC-JOV,TR,38.7,44.77,11582,295,788,0.0,6449,THY6449,TK6449,VGHS,DAC,LTFM,IST,THY,TK,A332,1647955710,en-route
8963E2,A6-EPS,AE,29.03,42.39,11582,274,661,0.0,953,UAE953,EK953,OMDB,DXB,OLBA,BEY,UAE,EK,B77W,1647955710,en-route
010146,SU-GDZ,EG,29.09,37.04,11582,269,601,0.0,936,MSR936,MS936,OTHH,DOH,HECA,CAI,MSR,MS,B738,1647955710,en-route
04014B,ET-AVB,ET,21.51,38.54,11582,249,805,0.0,3623,ETH3623,ET3623,OMSJ,SHJ,DNKN,KAN,ETH,ET,A359,1647955710,en-route
8963B3,A6-FEQ,AE,24.6,40.09,11582,261,685,0.0,8969,FDB8969,FZ8969,OMDB,DXB,OEYN,YNB,FDB,FZ,B738,1647955710,en-route
010144,SU-GDX,EG,29.45,35.1,11277,75,1101,0.0,920,MSR920,MS920,HECA,CAI,OBBI,BAH,MSR,MS,B738,1647955710,en-route
06A136,A7-BAT,QA,27.66,44.75,11277,112,1068,0.0,45G,QTR45G,QR204,LGAV,ATH,OTHH,DOH,QTR,QR,B77W,1647955710,en-route
89610A,A6-ECC,AE,28.47,43.51,11277,103,1107,0.0,220,UAE220,EK220,KMCO,MCO,OMDB,DXB,UAE,EK,B77W,1647955710,en-route
89611F,A6-ECX,AE,29.57,37.61,11277,103,1129,0.0,214,UAE214,EK214,KMIA,MIA,OMDB,DXB,UAE,EK,B77W,1647955710,en-route
8964A1,A6-EQI,AE,29.71,36.9,11277,102,1127,0.0,72,UAE72,EK72,LFPG,CDG,OMDB,DXB,UAE,EK,B77W,1647955710,en-route
06A2B6,A7-BER,QA,36.96,41.76,11277,141,933,0.0,61G,QTR61G,QR70,EDDF,FRA,OTHH,DOH,QTR,QR,B77W,1647955710,en-route
89640A,A6-BLE,AE,27.86,44.14,11277,111,1113,-0.30000000000000004,130,ETD130,EY130,KIAD,IAD,OMAA,AUH,ETD,EY,B789,1647955710,en-route
89644B,A6-EPV,AE,28.97,40.74,11269,102,1124,0.0,238,UAE238,EK238,KBOS,BOS,OMDB,DXB,UAE,EK,B77W,1647955710,en-route
010209,SU-GFO,EG,28.74,42.06,10972,282,635,0.0,915,MSR915,MS915,OMAA,AUH,HECA,CAI,MSR,MS,A20N,1647955710,en-route
06A07B,A7-BAN,QA,36.76,40.79,10972,300,898,0.0,7V,QTR07V,QR245,OTHH,DOH,LTFM,IST,QTR,QR,B77W,1647955710,en-route
717CFA,HZ-NS39,SA,26.14,37.15,10972,274,650,0.0,269,KNE269,XY269,OERK,RUH,HECA,CAI,KNE,XY,A20N,1647955710,en-route
8963E3,A6-EPT,AE,33.64,44.6,10972,344,877,0.0,95,UAE95,EK95,OMDB,DXB,LIRF,FCO,UAE,EK,B77W,1647955710,en-route
4BAB23,TC-JYC,TR,27.09,35.6,10972,341,711,0.0,687,THY687,TK687,HDAM,JIB,LTFM,IST,THY,TK,B739,1647955710,en-route
70C0C7,A4O-BW,OM,29.0,42.92,10972,274,611,0.0,405,OMA405,WY405,OOMS,MCT,HECA,CAI,OMA,WY,B738,1647955710,en-route
8963DC,A6-EPM,AE,38.2,41.0,10972,292,903,0.0,121,UAE121,EK121,OMDB,DXB,LTFM,IST,UAE,EK,B77W,1647955710,en-route
89643F,A6-AEI,AE,29.04,34.65,10972,281,624,0.0,655,ETD655,EY655,OMAA,AUH,HECA,CAI,ETD,EY,A321,1647955710,en-route
76CDC1,9V-SNA,SG,29.4,41.57,10972,320,690,0.0,326,SIA326,SQ326,WSSS,SIN,EDDF,FRA,SIA,SQ,B77W,1647955710,en-route
39C421,F-HRBB,FR,36.97,42.71,10972,306,903,0.0,268,AFR268,AF268,VCBI,CMB,LFPG,CDG,AFR,AF,B789,1647955710,en-route
4B1A1C,HB-JXC,UK,31.91,35.18,10965,284,644,0.0,1506,EZS1506,U21506,OJAQ,AQJ,LSGG,GVA,EZY,U2,A320,1647955710,en-route
010108,SU-GCZ,EG,26.03,34.55,10774,134,783,0.0,2671,MSR2671,MS2671,HECA,CAI,OEJN,JED,MSR,MS,B738,1647955710,en-route
89405E,A9C-AG,BH,27.71,44.62,10668,118,981,-0.7000000000000001,70,GFA70,GF70,HECA,CAI,OBBI,BAH,GFA,GF,A320,1647955710,en-route
7103F3,HZ-AS61,SA,23.33,38.92,10668,162,861,0.0,1548,SVA1548,SV1548,OETB,TUU,OEJN,JED,SVA,SV,A320,1647955710,en-route
4BA914,TC-JHT,TR,38.4,38.15,10668,120,840,0.0,9GN,THY9GN,TK2676,LTFM,IST,LTCR,MQM,THY,TK,B738,1647955710,en-route
06A07C,A7-BAP,QA,35.55,42.15,10668,139,918,0.0,34V,QTR34V,QR240,LTFM,IST,OTHH,DOH,QTR,QR,B77W,1647955710,en-route
06A064,A7-BAO,QA,29.45,38.2,10668,101,1114,0.0,68H,QTR68H,QR702,KJFK,JFK,OTHH,DOH,QTR,QR,B77W,1647955710,en-route
731A2F,EP-FQO,IR,37.8,43.07,10660,107,926,0.0,2212,QSM2212,QB2212,LTFM,IST,OIIE,IKA,QSM,QB,A306,1647955710,en-route
3C4584,D-AALD,DE,36.03,43.93,10363,337,909,0.0,539,BOX539,3S539,OBBI,BAH,EDDP,LEJ,BOX,3S,B77L,1647955710,en-route
72862C,YI-AQL,IQ,33.41,41.14,10363,272,625,0.0,941,FBA941,IF941,ORER,EBL,OSAP,ALP,FBA,IF,B737,1647955710,en-route
0101E1,SU-AAE,AE,26.6,41.32,10363,251,661,-0.30000000000000004,213,RBG213,E5213,OKBK,KWI,HEMK,HMB,ABY,E5,A320,1647955710,en-route
3C4AB4,D-ABUT,DE,23.37,43.28,10363,287,790,0.0,2321,CFG2321,DE2321,VRMM,MLE,EDDF,FRA,CFG,DE,B763,1647955710,en-route
89630F,A6-ENM,AE,34.24,44.4,10363,344,898,0.0,61,UAE61,EK61,OMDB,DXB,EDDH,HAM,UAE,EK,B77W,1647955710,en-route
3965B4,F-GZNU,FR,33.6,44.72,10363,358,944,0.0,165,AFR165,AF165,VTBS,BKK,LFPG,CDG,AFR,AF,B77W,1647955710,en-route
710D9C,HZ-NS37,SA,28.14,36.6,10363,2,892,-1.3,551,KNE551,XY551,OEJN,JED,OJAI,AMM,KNE,XY,A20N,1647955710,en-route
02A1AF,TS-INP,TN,24.88,35.79,10363,290,698,0.0,4075,LBT4075,BJ4075,OEJN,JED,DTTA,TUN,LBT,BJ,A320,1647955710,en-route
4241B0,VP-CXH,SA,22.91,44.65,10363,214,779,0.0,715,KNE715,XY715,OEDF,DMM,OEGN,GIZ,KNE,XY,A320,1647955710,en-route
4B8472,TC-ACR,TR,36.54,43.66,10363,337,929,0.0,8221,QTR8221,QR8221,OTHH,DOH,EDDF,FRA,RUN,QR,B744,1647955710,en-route
89658F,A6-WZA,HU,29.11,39.36,10355,269,614,0.0,1787,WAZ1787,5W7007,OMAA,AUH,LGAV,ATH,WZZ,5W,A21N,1647955710,en-route
7105A6,HZ-NS26,SA,20.31,43.69,10058,27,922,0.30000000000000004,90,KNE90,XY90,OEAB,AHB,OERK,RUH,KNE,XY,A20N,1647955710,en-route
7335D5,EP-MNU,IR,38.3,43.35,10058,106,924,0.30000000000000004,9703,IRB9703,B99703,LTFM,IST,OIIE,IKA,IRB,B9,A306,1647955710,en-route
06A090,A7-AID,QA,35.67,44.78,10050,148,796,0.0,95H,QTR95H,QR242,LTFJ,SAW,OTHH,DOH,QTR,QR,A321,1647955710,en-route
8940A2,A9C-NB,BH,28.06,43.91,10043,118,940,0.0,16,GFA16,GF16,LFPG,CDG,,,GFA,GF,A21N,1647955710,en-route
04C277,5Y-FQB,KE,10.93,40.95,9753,153,787,0.0,1691,DAO1691,D31691,OEJN,JED,HCMM,MGQ,FJE,D3,B734,1647955710,en-route
7100B2,HZ-ASV,SA,23.92,43.0,9753,239,714,0.0,1113,SVA1113,SV1113,OEDF,DMM,OEJN,JED,SVA,SV,A321,1647955710,en-route
ABE5A2,N866FD,US,29.05,35.15,9753,267,714,0.0,5279,FDX5279,FX5279,OMDB,DXB,LFPG,CDG,FDX,FX,B77L,1647955710,en-route
4844B3,P4-KGC,KZ,37.88,35.03,9144,61,881,0.0,558,KZR558,KC558,HESH,SSH,UACC,NQZ,KZR,KC,A21N,1647955710,en-route
7103D9,HZ-AQ24,SA,19.31,43.27,8663,25,890,3.9,1670,SVA1670,SV1670,OEAB,AHB,OERK,RUH,SVA,SV,A333,1647955710,en-route
A5ED66,N481MC,US,29.1,37.37,8534,269,742,0.0,118,CMB118,5Y118,OKBK,KWI,ETAR,RMS,GTI,5Y,B744,1647955710,en-route
8963BE,A6-ANW,AE,31.41,37.28,8366,108,888,7.5,332,ABY332,G9332,OJAI,AMM,OMSJ,SHJ,ABY,G9,A320,1647955710,en-route
7103DB,HZ-AS59,SA,22.68,38.7,8084,337,685,7.5,1543,SVA1543,SV1543,OEJN,JED,OETB,TUU,SVA,SV,A320,1647955710,en-route
7105BB,HZ-NS27,SA,22.46,38.77,7482,326,690,16.6,569,KNE569,XY569,OEJN,JED,HECA,CAI,KNE,XY,A20N,1647955710,en-route
AE2F9C,168070,US,23.1,37.02,7315,304,383,0.0,,,,HDAM,JIB,,,CNV,,C30J,1647955710,en-route
71013B,HZ-FAG,SA,22.38,40.3,6728,227,696,-4.9,4722,FAD4722,F34722,OEDF,DMM,OEJN,JED,FAD,F3,A320,1647955710,en-route
5001DB,T7-ME3,LB,34.27,35.67,6080,52,859,7.2,1422,MEA1422,ME1422,OLBA,BEY,OERK,RUH,MEA,ME,A21N,1647955710,en-route
39CEA5,F-HTVF,NL,32.01,35.26,5341,109,753,-8.8,3960,TVF3960,TO3960,LFPO,ORY,OJAI,AMM,TRA,TO,B738,1647955710,en-route
70000B,YA-KML,AF,21.95,39.54,3192,197,544,-6.5,9093,KMF9093,RQ9093,OAKB,KBL,OEJN,JED,KMF,RQ,B733,1647955710,en-route
710D98,HZ-HC8,SA,28.66,35.19,2164,252,253,-2.3,,,,OETB,TUU,,,,,A139,1647955710,en-route
717CDF,HZ-FAQ,SA,21.97,39.16,1874,26,516,0.0,4657,FAD4657,F34657,OEJN,JED,OERK,RUH,FAD,F3,A20N,1647955710,en-route
89407B,A9C-CE,BH,21.84,39.1,1836,339,503,5.5,2184,GFA2184,GF2184,OEJN,JED,OBBI,BAH,GFA,GF,A321,1647955710,en-route
503DC6,LY-TKT,LT,31.72,36.2,1394,296,314,0.7000000000000001,39H,UNO039H,X939,OYAA,ADE,OJAI,AMM,NVD,X9,A319,1647955710,en-route
710DC0,HZ-NS32,SA,21.46,39.26,1173,339,372,-2.6,592,KNE592,XY592,HSSS,KRT,OEJN,JED,KNE,XY,A20N,1647955710,en-route
7415A2,JY-EMB,JO,31.72,36.04,853,259,285,-4.2,653,RJA653,RJ653,OTHH,DOH,OJAI,AMM,RJA,RJ,E195,1647955710,en-route
A742E9,N567WK,US,33.26,44.21,746,90,1,0.0,,,,ORBI,BGW,,,DOS,,DH8C,1647955710,landed
4BA0E5,TC-HGE,TR,37.28,35.63,419,40,214,0.30000000000000004,,,,LTAF,ADA,,,THK,,EC35,1647955710,en-route
71007F,HZ-ASE,SA,21.61,39.2,419,339,257,-2.9,632,SVA632,SV632,OJAI,AMM,OEJN,JED,SVA,SV,A320,1647955710,en-route
440BCD,OE-LNW,UK,32.0,34.9,0,5,0,0.0,995,BCS995,QY995,LLBG,TLV,EBBR,BRU,DHK,QY,B752,1647955710,landed
72882B,YI-BAK,IQ,33.25,44.25,0,146,29,0.0,904,IGC904,,ORBI,BGW,,,IGC,,CRJ2,1647955710,en-route
71040E,HZ-AS67,SA,31.73,35.99,0,81,20,0.0,634,SVA634,SV634,OJAI,AMM,OERK,RUH,SVA,SV,A320,1647955710,en-route
4BB324,TC-LYD,TR,33.82,35.5,0,33,0,0.0,3VY,THY3VY,TK825,OLBA,BEY,LTFM,IST,THY,TK,B39M,1647955710,landed
4BB06C,TC-LCL,TR,36.99,35.3,0,188,1,0.0,9BJ,THY9BJ,TK2462,LTFM,IST,LTAF,ADA,THY,TK,B38M,1647955710,landed
5000BB,T7-MRF,LB,36.23,43.95,0,90,1,0.0,324,MEA324,ME324,OLBA,BEY,ORER,EBL,MEA,ME,A320,1647955710,landed
89639D,A6-EOD,AE,31.73,35.99,0,81,12,0.0,903,UAE903,EK903,OMDB,DXB,OJAI,AMM,UAE,EK,A388,1647955710,en-route
73830D,,CN,31.99,34.89,0,216,40,0.0,7,CSH7,FM7,,,,,CSH,FM,GRND,1647955710,en-route
42417F,VP-CXL,SA,21.66,39.17,0,191,1,0.0,19,KNE19,XY19,OERK,RUH,OEJN,JED,KNE,XY,A320,1647955710,landed
A2B110,N27256,US,45.29,-86.35,11582,292,670,0.0,512,UAL512,UA512,KEWR,EWR,KBZN,BZN,UAL,UA,B38M,1647955710,en-route
A0FAC3,N162SY,US,37.98,-81.81,9753,109,916,0.0,5361,SKW5361,UA5361,KORD,ORD,KRDU,RDU,UAL,UA,E75L,1647955710,en-route
AC23EF,N8810L,US,37.98,-78.32,9753,219,781,0.0,2265,SWA2265,WN2265,KBWI,BWI,KCLT,CLT,SWA,WN,B38M,1647955710,en-route
ADF06D,N998AT,US,34.13,-87.51,9753,279,727,0.0,2365,DAL2365,DL2365,KATL,ATL,KLIT,LIT,DAL,DL,B712,1647955710,en-route
A2B10D,N27253,US,45.37,-86.62,9753,279,731,0.0,1753,UAL1753,UA1753,KEWR,EWR,KLAS,LAS,UAL,UA,B38M,1647955710,en-route
A448D5,N37506,US,40.56,-86.14,9753,283,751,0.30000000000000004,548,UAL548,UA548,KBWI,BWI,KDEN,DEN,UAL,UA,B39M,1647955710,en-route
A8B8BA,N661JB,US,33.16,-79.78,9753,219,774,0.0,841,JBU841,B6841,KJFK,JFK,KSAV,SAV,JBU,B6,A320,1647955710,en-route
A038FF,N113SY,US,39.72,-89.37,9753,297,829,0.0,5604,SKW5604,UA5604,KCLT,CLT,KDEN,DEN,UAL,UA,E75L,1647955710,en-route
A8321A,N627VA,US,34.41,-89.67,9753,278,818,0.30000000000000004,106,GXA106,G6106,KATL,ATL,KFYV,FYV,GXA,G6,A320,1647955710,en-route
C03CF4,C-FXCD,CA,44.18,-82.72,9753,294,685,0.0,737,ACA737,AC737,CYYZ,YYZ,KSFO,SFO,ACA,AC,A320,1647955710,en-route
A94AE3,N69804,US,30.04,-83.9,9753,316,796,0.0,1102,UAL1102,UA1102,KFLL,FLL,KSFO,SFO,UAL,UA,B739,1647955710,en-route
A5502B,N441UW,US,39.99,-82.32,9753,268,720,0.0,2661,AAL2661,AA2661,KPHL,PHL,KSFO,SFO,AAL,AA,A21N,1647955710,en-route
ABDE0B,N864DN,US,34.72,-77.34,9753,210,824,0.0,1955,DAL1955,DL1955,KJFK,JFK,MKJS,MBJ,DAL,DL,B739,1647955710,en-route
AC5314,N89317,US,38.97,-89.84,9753,260,663,0.0,6154,ASH6154,UA6154,KCMH,CMH,KIAH,IAH,UAL,UA,E75L,1647955710,en-route
AC76B6,N902BC,US,40.18,-84.53,9753,327,774,0.0,4099,ENY4099,AA4099,KBHM,BHM,KORD,ORD,AAL,AA,E145,1647955710,en-route
A8C88F,N665UA,US,42.74,-82.93,9753,277,731,0.0,415,UAL415,UA415,KEWR,EWR,KORD,ORD,UAL,UA,B763,1647955710,en-route
A336E3,N306PB,US,24.21,-82.57,9753,244,818,0.0,2494,AAL2494,AA2494,KMIA,MIA,MMUN,CUN,AAL,AA,B738,1647955710,en-route
ABB5E9,N85376,US,37.47,-80.14,9753,237,772,-0.30000000000000004,6028,ASH6028,UA6028,KDCA,DCA,KIAH,IAH,UAL,UA,E75L,1647955710,en-route
A42EE9,N369NB,US,42.36,-86.96,9745,259,748,0.30000000000000004,2509,DAL2509,DL2509,KDTW,DTW,KAUS,AUS,DAL,DL,A319,1647955710,en-route
A8C32A,N664AW,US,37.32,-93.39,9745,231,709,0.0,1839,AAL1839,AA1839,KDCA,DCA,KDFW,DFW,AAL,AA,A320,1647955710,en-route
AB2760,N818DA,US,28.68,-81.83,9745,170,855,-15.3,2932,DAL2932,DL2932,KDTW,DTW,KRSW,RSW,DAL,DL,B739,1647955710,en-route
ADA6ED,N979UY,US,35.84,-83.81,9745,312,753,0.30000000000000004,784,AAL784,AA784,KCLT,CLT,KDFW,DFW,AAL,AA,A321,1647955710,en-route
A54AAA,N440AN,US,28.68,-88.57,9745,266,750,0.0,2445,AAL2445,AA2445,KFLL,FLL,KLAX,LAX,AAL,AA,A21N,1647955710,en-route
A5449A,N439AN,US,3.17,-80.82,9745,15,872,0.0,748,AAL748,AA748,SPJC,LIM,KMIA,MIA,AAL,AA,A21N,1647955710,en-route
A3DB5E,N348DN,US,41.01,-93.34,9738,270,787,0.0,1254,DAL1254,DL1254,KPHL,PHL,KSLC,SLC,DAL,DL,A321,1647955710,en-route
A600A6,N486UA,US,41.09,-81.61,9730,276,711,0.0,2383,UAL2383,UA2383,KPHL,PHL,KDEN,DEN,UAL,UA,A320,1647955710,en-route
A4D5F0,N410UP,US,39.61,-83.61,9707,233,703,-2.6,9608,UPS9608,5X9608,KMHT,MHT,KSDF,SDF,UPS,5X,B752,1647955710,en-route
A4BF70,N405CK,US,35.08,-87.53,9700,207,725,5.2,835,KII835,K5835,KBNA,BNA,KMSY,MSY,KII,K5,B734,1647955710,en-route
AB7394,N837NN,US,24.55,-78.32,9692,303,790,-4.9,1293,AAL1293,AA1293,TISX,STX,KMIA,MIA,AAL,AA,B738,1647955710,en-route
ABB972,N8546V,US,31.97,-86.61,9692,186,761,-5.2,2283,SWA2283,WN2283,KBNA,BNA,KECP,ECP,SWA,WN,B738,1647955710,en-route
A992E4,N716FR,US,40.11,-87.02,9685,144,816,5.5,80,FFT80,F980,KORD,ORD,MDPC,PUJ,FFT,F9,A321,1647955710,en-route
A34729,N310DN,US,27.29,-79.42,9677,198,820,-11.4,1370,DAL1370,DL1370,KLGA,LGA,KMIA,MIA,DAL,DL,A321,1647955710,en-route
A722DB,N559WN,US,38.2,-91.39,9669,233,677,10.7,374,SWA374,WN374,KSTL,STL,KOKC,OKC,SWA,WN,B737,1647955710,en-route
A72CA2,N561WN,US,32.21,-82.8,9654,318,783,-4.9,1924,SWA1924,WN1924,KMCO,MCO,KATL,ATL,SWA,WN,B737,1647955710,en-route
AD562A,N959AV,CO,8.45,-75.63,9639,3,846,-10.7,8443,AVA8443,AV8443,SKCL,CLO,SKCG,CTG,AVA,AV,A320,1647955710,en-route
A7E152,N607AT,US,35.18,-85.95,9631,141,861,-2.9,1345,DAL1345,DL1345,KMCI,MCI,KATL,ATL,DAL,DL,B712,1647955710,en-route
A1C935,N214JQ,US,40.44,-75.63,9601,244,677,4.2,5742,RPA5742,DL5742,KLGA,LGA,KSDF,SDF,DAL,DL,E75S,1647955710,en-route
A806E0,N616UX,US,36.68,-85.91,9601,300,766,5.9,5772,SKW5772,UA5772,KTYS,TYS,KDEN,DEN,UAL,UA,E75L,1647955710,en-route
A07B8F,N130DU,US,41.05,-84.94,9585,257,698,5.2,1445,DAL1445,DL1445,KDTW,DTW,KSAT,SAT,DAL,DL,BCS1,1647955710,en-route
A57F7D,N453YX,US,32.87,-80.06,9540,223,751,-6.8,4857,RPA4857,AA4857,KPHL,PHL,KJAX,JAX,AAL,AA,E75L,1647955710,en-route
AC6118,N897UA,US,29.78,-82.35,9517,182,768,-12.0,1508,UAL1508,UA1508,KEWR,EWR,KTPA,TPA,UAL,UA,A319,1647955710,en-route
A0E869,N158FE,US,35.68,-92.6,9486,78,922,-3.9,472,FDX472,FX472,KDFW,DFW,KMEM,MEM,FDX,FX,B763,1647955710,en-route
A74679,N568UW,US,30.5,-81.77,9456,353,825,0.0,1825,AAL1825,AA1825,KMCO,MCO,KCLT,CLT,AAL,AA,A321,1647955710,en-route
A43423,N370DN,US,38.21,-76.46,9456,30,850,0.0,842,DAL842,DL842,KPBI,PBI,KLGA,LGA,DAL,DL,A321,1647955710,en-route
A6F6B7,N548M,CA,40.3,-93.32,9456,119,744,0.0,,,,KOMA,OMA,KSUS,SUS,NRL,N5,E135,1647955710,en-route
A526EA,N431AW,US,42.43,-83.1,9448,87,894,0.0,3976,AWI3976,UA3976,KORD,ORD,KBTV,BTV,UAL,UA,CRJ2,1647955710,en-route
A73AEC,N565QS,US,23.01,-77.65,9448,224,788,-0.30000000000000004,,,,MYNN,NAS,MWCR,GCM,EJA,N5,C56X,1647955710,en-route
A51D23,N429AW,US,42.49,-80.34,9448,89,927,0.0,3854,AWI3854,UA3854,KORD,ORD,KPWM,PWM,UAL,UA,CRJ2,1647955710,en-route
ABA802,N850GV,US,35.29,-94.69,9448,39,711,0.0,,,,KEDC,EDC,,,NCR,N8,TBM8,1647955710,en-route
A46CC1,N38417,US,41.2,-95.16,9448,77,924,0.0,1812,UAL1812,UA1812,KDEN,DEN,KEWR,EWR,UAL,UA,B739,1647955710,en-route
A81000,N61881,US,38.98,-86.65,9448,142,890,0.0,2215,UAL2215,UA2215,KORD,ORD,KTPA,TPA,UAL,UA,B739,1647955710,en-route
0C4302,HI1064,DO,22.99,-75.13,9448,123,900,-0.30000000000000004,200,REA200,L5200,KMIA,MIA,MDSD,SDQ,REA,L5,MD82,1647955710,en-route
A517F4,N427ZW,US,37.79,-85.23,9448,156,827,0.0,3905,AWI3905,UA3905,KORD,ORD,KTYS,TYS,UAL,UA,CRJ2,1647955710,en-route
A02A3F,N11EA,US,35.54,-78.95,9448,24,844,0.0,50,MNU50,7Q50,KSGJ,UST,KEWR,EWR,MNU,7Q,CRJ7,1647955710,en-route
AA21EF,N752EV,US,39.98,-92.15,9448,54,950,1.0,3173,SKW3173,AA3173,KOKC,OKC,KORD,ORD,AAL,AA,CRJ7,1647955710,en-route
A004D2,N100BE,US,39.73,-85.36,9448,156,548,0.0,,,,KSBM,SBM,KSUA,SUA,,N1,B350,1647955710,en-route
AD2AED,N948AN,US,33.69,-80.5,9448,154,913,0.0,612,AAL612,AA612,KCLT,CLT,TBPB,BGI,AAL,AA,B738,1647955710,en-route
A42E13,N369DN,US,37.05,-77.13,9448,22,851,-0.30000000000000004,1326,DAL1326,DL1326,KFLL,FLL,KLGA,LGA,DAL,DL,A321,1647955710,en-route
AC0519,N8739L,US,38.58,-91.81,9448,125,792,0.0,417,SWA417,WN417,KMCI,MCI,KBNA,BNA,SWA,WN,B38M,1647955710,en-route
A69C03,N525FE,US,37.71,-93.64,9448,145,757,-0.30000000000000004,632,FDX632,FX632,KMCI,MCI,KMEM,MEM,FDX,FX,MD11,1647955710,en-route
AD24A8,N946NK,US,34.6,-79.54,9448,338,751,0.30000000000000004,3805,NKS3805,NK3805,KMYR,MYR,KDTW,DTW,NKS,NK,A20N,1647955710,en-route
A3D890,N347NW,US,41.12,-81.28,9448,142,937,0.30000000000000004,1306,DAL1306,DL1306,KDTW,DTW,KBWI,BWI,DAL,DL,A320,1647955710,en-route
A1E6B9,N221WN,US,37.57,-82.82,9448,27,866,0.0,1246,SWA1246,WN1246,KATL,ATL,KCMH,CMH,SWA,WN,B737,1647955710,en-route
ACA99C,N915DU,US,37.1,-92.8,9448,99,859,0.0,1001,DAL1001,DL1001,KDEN,DEN,KATL,ATL,DAL,DL,B739,1647955710,en-route
A57458,N450YX,US,37.91,-76.69,9448,34,809,-0.30000000000000004,4891,RPA4891,AA4891,KRDU,RDU,KLGA,LGA,AAL,AA,E75L,1647955710,en-route
A95FC7,N703AV,CO,10.82,-85.63,9425,128,837,-10.4,5643,LRC5643,AV5643,MGGT,GUA,MROC,SJO,AVA,AV,A319,1647955710,en-route
AD273B,N947AT,US,35.45,-84.65,9372,344,766,3.3,2229,DAL2229,DL2229,KATL,ATL,KDAL,DAL,DAL,DL,B712,1647955710,en-route
A8F3C1,N676TX,US,38.69,-75.26,9364,202,674,9.8,676,LAK676,,KACY,ACY,KMTH,MTH,LAK,,C56X,1647955710,en-route
A96444,N704JT,,42.01,-82.03,9342,124,759,7.2,21,JIT21,,KPTK,PTK,KPNE,PNE,JIT,,HDJT,1647955710,en-route
AD3C27,N952AT,US,39.96,-83.87,9334,191,801,5.2,2467,DAL2467,DL2467,KDTW,DTW,KJAX,JAX,DAL,DL,B712,1647955710,en-route
040060,ET-APS,ET,24.34,-79.02,9334,328,874,-4.9,3509,ETH3509,ET3509,SCEL,SCL,KMIA,MIA,ETH,ET,B77L,1647955710,en-route
ABF5F5,N87WD,US,27.62,-80.88,9326,327,837,9.1,,,,KPBI,PBI,KSLC,SLC,NCR,N8,GLF5,1647955710,en-route
A5468E,N439WN,US,40.5,-87.87,9319,178,777,10.1,1763,SWA1763,WN1763,KMDW,MDW,KMSY,MSY,SWA,WN,B737,1647955710,en-route
A10E23,N16703,US,39.68,-72.72,9311,134,987,11.4,1629,UAL1629,UA1629,KEWR,EWR,TNCM,SXM,UAL,UA,B737,1647955710,en-route
A05559,N120SY,US,42.46,-86.0,9288,271,705,4.9,4757,SKW4757,UA4757,KDTW,DTW,KDEN,DEN,UAL,UA,E75L,1647955710,en-route
