hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
142582,RA-09602,RU,56.93,34.92,9753,326,785,0.0,9613,GZP9613,4G9613,UUMO,OSF,UBBB,GYD,GZP,4G,FA7X,1647955710,en-route
150864,RA-67684,RU,60.98,68.17,6400,78,500,0.0,,,,,,,,UTA,UT,AT75,1647955710,en-route
157711,RA-96017,RU,56.03,42.6,10347,262,825,0.0,73,RSD73,,UUWW,VKO,,,RSD,,IL96,1647955710,en-route
157768,RA-96104,RU,56.08,36.88,5676,168,707,-7.8,994,RSD994,,ULLI,LED,,,RSD,,IL96,1647955710,en-route
300243,I-DPCU,IT,41.78,12.67,586,87,275,7.5,,,,LIRA,CIA,,,,,CL2T,1647955710,en-route
300554,I-ADJP,IT,46.69,11.24,8557,355,809,-5.2,9KX,DLA9KX,EN8293,LIPE,BLQ,EDDM,MUC,DLA,EN,E195,1647955710,en-route
300564,I-ADJT,IT,48.1,11.42,2827,54,496,-4.2,4TR,DLA4TR,EN8291,LIMF,TRN,EDDM,MUC,DLA,EN,E195,1647955710,en-route
300612,I-OBSW,IT,41.9,12.52,1371,164,264,0.0,,,,,,,,,,P68,1647955710,en-route
300621,I-BRXA,IT,45.69,9.79,350,267,233,-3.3,,,,,,,,ELH,,EC45,1647955710,en-route
300625,I-DADJ,IT,41.99,12.49,350,357,179,2.3,,,,,,,,,,DV20,1647955710,en-route
300688,I-FENI,IT,43.5,9.86,1645,330,264,-0.7000000000000001,,,,,,,,,,P66P,1647955710,en-route
300709,I-AHTD,IT,46.46,11.97,1661,144,200,1.3,,,,,,,,ELH,,EC45,1647955710,en-route
300762,I-AVNE,IT,43.71,13.49,556,223,366,-5.5,668,VND668,,LIRA,CIA,LIPY,AOI,VND,,LJ40,1647955710,en-route
300815,I-DADN,IT,42.1,12.7,266,143,192,-1.3,,,,,,,,,,DV20,1647955710,en-route
320031,MM81962,,46.12,9.41,815,88,129,7.5,,,,,,,,,,A169,1647955710,en-route
341395,EC-HEK,ES,43.24,-4.78,8229,244,648,0.0,8358,ANE8358,IB8358,LEBB,BIO,LEST,SCQ,IBE,IB,CRJ2,1647955710,en-route
341646,EC-IJN,ES,40.49,-3.59,0,270,29,0.0,32LA,IBE32LA,IB3231,LIRF,FCO,LEMD,MAD,IBE,IB,A321,1647955710,en-route
341699,EC-INV,ES,36.55,-9.58,7018,212,444,0.0,501,SWT501,WT501,LEMD,MAD,GCXO,TFN,SWT,WT,AT73,1647955710,en-route
342104,EC-JFH,ES,40.91,-4.31,3726,359,498,-2.6,39VA,IBS39VA,IB3901,GCFV,FUE,LEMD,MAD,IBS,IB,A320,1647955710,en-route
342108,EC-JDL,ES,40.69,-3.56,1501,179,335,-5.2,3191,IBE3191,IB3191,EDDM,MUC,LEMD,MAD,IBE,IB,A319,1647955710,en-route
342189,EC-JEJ,ES,33.14,-12.57,10668,215,787,-0.30000000000000004,38LG,IBS38LG,IB3822,LEMD,MAD,GCLP,LPA,IBS,IB,A321,1647955710,en-route
342210,EC-JGS,ES,40.64,-2.47,5844,272,518,-3.9,32PE,IBE32PE,IB3251,LIML,LIN,LEMD,MAD,IBE,IB,A321,1647955710,en-route
342211,EC-JDR,ES,28.57,-15.88,3794,167,683,-14.0,3946,IBS3946,IB3946,LEMD,MAD,GCXO,TFN,IBS,IB,A321,1647955710,en-route
342398,EC-JTR,ES,48.81,-3.46,10668,177,781,0.0,689R,VLG689R,VY1240,EGFF,CWL,LEAL,ALC,VLG,VY,A320,1647955710,en-route
342413,EC-JOU,ES,38.12,-8.78,876,328,296,0.0,202,HSU202,UV202,LPFR,FAO,LPPT,LIS,INR,UV,A139,1647955710,en-route
342443,EC-GPS,ES,50.15,6.75,6065,300,500,0.0,211,FTL211,,EDDM,MUC,EGKB,BQH,FTL,,SW4,1647955710,en-route
343141,EC-KOH,ES,41.22,1.85,891,68,370,-2.3,3014,IBE3014,IB3014,LEMD,MAD,LEBL,BCN,IBE,IB,A320,1647955710,en-route
343650,EC-LJT,ES,41.03,-2.7800000000000002,3756,255,483,-3.9,47DN,ANE47DN,IB8847,LEPP,PNA,LEMD,MAD,IBE,IB,CRJX,1647955710,en-route
344197,EC-LOV,ES,40.32,-2.25,6995,307,737,-4.2,89ZE,ANE89ZE,IB8963,LEMH,MAH,LEMD,MAD,IBE,IB,CRJX,1647955710,en-route
344213,EC-LPG,ES,40.8,-3.5,2049,227,416,-4.6,57WE,ANE57WE,IB8757,LIPE,BLQ,LEMD,MAD,IBE,IB,CRJX,1647955710,en-route
344297,EC-LQX,ES,41.29,2.08,0,247,25,0.0,6060,AEA6060,UX6060,LEPA,PMI,LEBL,BCN,AEA,UX,B738,1647955710,en-route
344305,EC-LUK,ES,36.26,-22.83,10972,251,840,0.0,6501,IBE6501,IB6501,LEMD,MAD,MDSD,SDQ,IBE,IB,A333,1647955710,en-route
344307,EC-LSQ,ES,36.45,-4.06,3124,310,513,-2.9,67EJ,ANE67EJ,IB8267,GEML,MLN,LEMG,AGP,IBE,IB,AT76,1647955710,en-route
344346,EC-LYF,ES,40.5,-3.5700000000000003,0,98,0,0.0,6502,IBE6502,IB6502,MDSD,SDQ,LEMD,MAD,IBE,IB,A333,1647955710,landed
344412,EC-LUE,ES,36.54,-5.79,1203,67,166,-6.8,,,,,,,,AYR,,DA42,1647955710,en-route
344416,EC-LUS,ES,55.26,11.27,6576,55,790,-10.4,37JQ,IBS37JQ,IB3730,LEMD,MAD,EKCH,CPH,IBS,IB,A320,1647955710,en-route
344455,EC-LVQ,ES,40.76,-3.58,1981,179,370,-4.9,39GV,IBS39GV,IB3979,GCTS,TFS,LEMD,MAD,IBS,IB,A320,1647955710,en-route
344481,EC-LXQ,ES,60.32,24.96,0,137,0,0.0,8VD,FIN08VD,,EFHK,HEL,,,IBE,IB,A320,1647955710,landed
344498,EC-LYM,ES,39.37,-6.84,11277,243,770,0.30000000000000004,3940,IBS3940,IB3940,LEMD,MAD,GCXO,TFN,IBS,IB,A320,1647955710,en-route
344510,FAUNA1,,40.47,-3.56,0,98,0,0.0,,,,,,,,,,GRND,1647955710,landed
344512,FAUNA3,,40.5,-3.58,0,2,48,0.0,,,,,,,,,,GRND,1647955710,en-route
344693,EC-MES,ES,31.61,-13.84,11887,215,783,0.0,16TN,VLG16TN,VY3044,LEZL,SVQ,GCLP,LPA,VLG,VY,A320,1647955710,en-route
345041,EC-MHA,ES,49.08,2.5300000000000002,3352,231,537,0.0,9NQ,VLG9NQ,VY8163,EDDN,NUE,LFPO,ORY,VLG,VY,A321,1647955710,en-route
345042,EC-MHB,ES,39.49,-0.47000000000000003,0,39,0,0.0,,,,LEVC,VLC,,,VLG,VY,A321,1647955710,landed
345051,EC-MEG,ES,40.31,-4.32,7315,43,655,-1.6,38KB,IBS38KB,IB3845,GCLA,SPC,LEMD,MAD,IBS,IB,A320,1647955710,en-route
345142,,ES,39.38,1.73,6096,87,475,0.0,904,AED904,,LEZL,SVQ,,,AED,,,1647955710,en-route
345204,EC-MKV,ES,41.29,2.11,205,67,250,14.6,85DF,VLG85DF,VY2915,LEBL,BCN,LFBD,BOD,VLG,VY,A319,1647955710,en-route
345206,EC-MLE,ES,48.5,1.65,10972,26,837,-0.30000000000000004,8WP,VLG8WP,VY1914,LEMG,AGP,EKCH,CPH,VLG,VY,A320,1647955710,en-route
345250,EC-MLC,ES,40.75,-2.68,4038,359,514,-0.7000000000000001,88LT,ANE88LT,IB8861,LEAL,ALC,LEMD,MAD,IBE,IB,CRJX,1647955710,en-route
345251,EC-MLT,ES,2.66,-73.22,12184,235,892,0.0,39,AEA39,UX39,LEMD,MAD,SEQM,UIO,AEA,UX,B788,1647955710,en-route
345313,EC-MOG,ES,52.64,10.92,10972,16,837,-0.30000000000000004,1TN,VLG1TN,VY1872,LEBL,BCN,EKCH,CPH,VLG,VY,A320,1647955710,en-route
345318,EC-MOU,ES,31.49,120.67,5836,109,790,-12.4,2821,IBE2821,IB2821,LEMD,MAD,ZSPD,PVG,IBE,IB,A332,1647955710,en-route
345592,EC-MSM,ES,27.74,-16.04,3688,114,529,-7.5,215,CNF215,PM215,GCLA,SPC,GCLP,LPA,CNF,PM,AT75,1647955710,en-route
345597,EC-MSL,ES,36.68,-4.5,0,42,29,0.0,8638,ANE8638,IB8638,LEVC,VLC,LEMG,AGP,IBE,IB,CRJX,1647955710,en-route
345614,EC-MUM,ES,38.87,1.3599999999999999,0,109,11,0.0,44HY,VLG44HY,VY3511,LEIB,IBZ,LEBL,BCN,VLG,VY,A320,1647955710,en-route
345618,EC-MUB,ES,40.89,14.29,0,229,0,0.0,,,,LIRN,NAP,,,LAV,AP,B738,1647955710,landed
345646,EC-MYC,ES,32.18,-13.36,11285,215,783,0.0,8XX,VLG8XX,VY3216,LEBL,BCN,GCXO,TFN,VLG,VY,A320,1647955710,en-route
345685,EC-MUF,ES,41.04,-4.07,3284,41,516,-1.0,3875,IBS3875,IB3875,LEST,SCQ,LEMD,MAD,IBS,IB,A320,1647955710,en-route
345687,EC-MTZ,ES,40.58,-3.58,906,179,218,-3.6,2,ANE2,YW2,EDDF,FRA,LEMD,MAD,IBE,YW,CRJX,1647955710,en-route
345691,EC-MXU,ES,40.5,-3.59,0,241,31,0.0,3093,IBE3093,IB3093,LPPR,OPO,LEMD,MAD,IBE,IB,A20N,1647955710,en-route
345692,EC-MXY,ES,40.55,-4.3,5562,5,574,-4.6,3109,IBE3109,IB3109,LPPT,LIS,LEMD,MAD,IBE,IB,A20N,1647955710,en-route
345698,EC-MVC,ES,41.06,-3.9,3268,132,457,2.6,33RX,ANE33RX,IB8933,LEGR,GRX,LEMD,MAD,IBE,IB,CRJX,1647955710,en-route
346045,EC-MYA,ES,41.36,-4.17,5486,224,485,0.0,6844,IBE6844,IB6844,SAEZ,EZE,LEMD,MAD,IBE,IB,A332,1647955710,en-route
346047,EC-MXP,ES,41.29,2.07,0,154,1,0.0,7477,VLG7477,VY7477,DAAG,ALG,LEBL,BCN,VLG,VY,A320,1647955710,landed
346057,EC-MYX,ES,37.23,-22.5,11582,248,837,0.0,6585,IBE6585,IB6585,LEMD,MAD,SKBO,BOG,IBE,IB,A359,1647955710,en-route
346089,EC-NAE,ES,37.3,-3.36,11269,239,740,0.0,58JL,VLG58JL,VY3200,LEAL,ALC,GCLP,LPA,VLG,VY,A20N,1647955710,en-route
346090,EC-NBA,ES,29.27,-15.7,6316,214,657,-9.1,905G,VLG905G,VY3118,LEAL,ALC,GCXO,TFN,VLG,VY,A20N,1647955710,en-route
346091,EC-NCF,ES,38.36,-1.9500000000000002,10965,51,870,0.30000000000000004,731K,VLG731K,VY2213,LEZL,SVQ,LEBL,BCN,VLG,VY,A20N,1647955710,en-route
346146,EC-NBE,ES,41.36,-4.18,7010,211,503,-0.30000000000000004,6588,IBE6588,IB6588,SKBO,BOG,LEMD,MAD,IBE,IB,A359,1647955710,en-route
346147,EC-NCM,ES,45.76,5.05,9989,240,763,6.5,34PP,IBE34PP,IB3487,LSGG,GVA,LEMD,MAD,IBE,IB,A20N,1647955710,en-route
346183,EC-NDA,ES,46.9,11.77,10073,226,824,9.1,724G,VLG724G,VY2235,EDDM,MUC,LEAL,ALC,VLG,VY,A20N,1647955710,en-route
346184,EC-NDC,ES,39.49,-0.48,0,233,27,0.0,8KZ,VLG8KZ,VY3951,LEVC,VLC,LEPA,PMI,VLG,VY,A20N,1647955710,en-route
346186,EC-NFH,ES,40.6,12.77,10347,283,792,0.0,70DR,VLG70DR,VY8101,LGAV,ATH,LEBL,BCN,VLG,VY,A20N,1647955710,en-route
346204,EC-NDN,ES,40.51,-4.25,6301,358,594,-5.5,411,IBE411,IB411,LEJR,XRY,LEMD,MAD,IBE,IB,A20N,1647955710,en-route
346303,EC-NER,ES,40.49,-3.59,0,357,24,0.0,32YM,IBE32YM,IB3243,LIPZ,VCE,LEMD,MAD,IBE,IB,A20N,1647955710,en-route
346316,EC-NFZ,ES,41.28,-4.19,4457,218,470,-5.2,447,IBE447,IB447,LEBB,BIO,LEMD,MAD,IBE,IB,A20N,1647955710,en-route
346398,EC-NHA,ES,33.25,-13.09,11887,206,807,0.0,46ZD,IBB46ZD,NT5461,LEAS,OVD,GCXO,TFN,IBB,NT,E295,1647955710,en-route
346419,EC-NIS,ES,40.67,-11.59,11666,76,959,-2.0,6454,IBE6454,IB6454,SEQM,UIO,LEMD,MAD,IBE,IB,A359,1647955710,en-route
346445,EC-NJA,ES,41.53,2.08,205,126,124,-1.3,175,EAX175,,,QYS,,,EAX,,SIRA,1647955710,en-route
346458,EC-NJU,ES,49.47,13.56,4739,1,611,-13.7,31WV,IBE31WV,IB3148,LEMD,MAD,LKPR,PRG,IBE,IB,A20N,1647955710,en-route
346482,EC-NJX,ES,28.1,-14.43,1005,237,174,0.30000000000000004,43,CNA43,,GCFV,FUE,,,CNA,,P208,1647955710,en-route
346610,EC-NDB,ES,38.23,-2.15,11590,51,892,0.0,7UB,VLG7UB,VY3219,GCXO,TFN,LEBL,BCN,VLG,VY,A20N,1647955710,en-route
346695,EC-NOZ,SR,19.32,-68.2,10370,309,763,-0.30000000000000004,421,SLM421,PY421,SYCJ,GEO,KMIA,MIA,SLM,PY,A320,1647955710,en-route
347219,EC-NTA,ES,32.35,-8.16,7513,7,800,9.4,3341,IBE3341,IB3341,GMMX,RAK,LEMD,MAD,IBE,IB,A20N,1647955710,en-route
347282,EC-NSF,ES,28.49,-14.29,3048,227,479,0.0,2PZ,IBB2PZ,NT517,GCRR,ACE,GCLP,LPA,IBB,NT,AT76,1647955710,en-route
353542,D.4-08,ES,35.58,-6.41,3048,30,394,0.0,,,,,,,,AME,,CN35,1647955710,en-route
392619,F-GJQZ,FR,46.07,4.68,2103,276,203,0.0,,,,,,,,,,DR40,1647955710,en-route
392973,F-GKLT,FR,28.29,-11.55,2926,67,227,0.30000000000000004,,,,GMML,EUN,,,,,P28A,1647955710,en-route
396002,F-GYAC,FR,47.17,-2.27,1158,286,240,0.0,,,,LFRS,NTE,,,,,DR40,1647955710,en-route
396444,F-GZCE,FR,40.28,3.08,11887,177,892,0.30000000000000004,894,AFR894,AF894,LFPG,CDG,FGSL,SSG,AFR,AF,A332,1647955710,en-route
398557,F-HBKX,FR,43.38,5.92,335,163,129,1.0,,,,,,,,,,EC20,1647955710,en-route
398559,F-HBKZ,FR,43.59,-0.96,411,274,175,0.0,8755,FMY8755,,,,,,FMY,,EC20,1647955710,en-route
398565,F-HBLF,FR,48.92,2.03,1668,342,501,-6.8,51FN,AFR51FN,AF1179,LIRN,NAP,LFPG,CDG,AFR,AF,E190,1647955710,en-route
398567,F-HBLH,FR,47.44,-1.04,9456,52,761,-4.9,31ZU,AFR31ZU,AF1529,LPPR,OPO,LFPG,CDG,AFR,AF,E190,1647955710,en-route
398569,F-HBLJ,FR,44.64,10.95,1089,107,390,-6.2,23WD,AFR23WD,AF1428,LFPG,CDG,LIPE,BLQ,AFR,AF,E190,1647955710,en-route
398570,F-HBLQ,FR,43.47,-1.72,685,109,268,1.0,69DN,AFR69DN,AF7654,LFPG,CDG,LFBZ,BIQ,AFR,AF,E190,1647955710,en-route
399006,F-WJMK,FR,43.0,1.09,3147,215,188,4.9,,,,,,,,,,ZZZZ,1647955710,en-route
399074,F-HEDU,FR,47.4,-1.17,1965,269,209,-0.7000000000000001,,,,LFOT,TUF,,,,,TWEN,1647955710,en-route
399480,F-HFEA,FR,43.7,1.58,2164,315,255,0.0,,,,LFMP,PGF,,,,,P28A,1647955710,en-route
400159,VP-BWH,RU,48.02,51.75,10965,357,816,0.0,6564,SDM6564,SU6564,URSS,AER,,,SDM,SU,A320,1647955710,en-route
400389,VQ-TRG,TC,17.54,-62.62,4328,118,603,-7.8,631,IWY631,JY631,TUPJ,EIS,TAPA,ANU,IWY,JY,E120,1647955710,en-route
400396,VQ-TAG,TC,12.23,-61.5,4511,62,400,5.5,709,IWY709,JY709,TGPY,GND,TBPB,BGI,IWY,JY,E120,1647955710,en-route
400610,G-VIIJ,UK,56.12,-27.99,11276,292,911,0.0,185,BAW185,BA185,EGLL,LHR,KEWR,EWR,BAW,BA,B772,1647955710,en-route
400684,G-VIIL,UK,48.59,-12.87,10972,246,890,0.0,201,BAW201,BA201,EGLL,LHR,TLPL,UVF,BAW,BA,B772,1647955710,en-route
400771,G-VIIT,UK,49.14,-10.82,10972,249,896,0.0,2205,BAW2205,BA2205,EGKK,LGW,MDPC,PUJ,BAW,BA,B772,1647955710,en-route
400775,G-VIIX,UK,49.97,-7.18,10972,251,892,0.0,17PA,BAW17PA,BA2157,EGKK,LGW,TAPA,ANU,BAW,BA,B772,1647955710,en-route
400868,G-NIKO,UK,20.67,-69.82,10058,119,959,0.0,8233,AJT8233,M68233,KMIA,MIA,TNCM,SXM,AWC,M6,A321,1647955710,en-route
400942,G-EUOF,UK,49.56,-2.27,2377,196,498,-7.5,27JR,BAW27JR,BA2772,EGLL,LHR,EGJJ,JER,BAW,BA,A319,1647955710,en-route
400981,G-EUUF,UK,52.04,3.83,6118,245,755,11.4,435,BAW435,BA435,EHAM,AMS,EGLL,LHR,BAW,BA,A320,1647955710,en-route
400983,G-MAJA,UK,54.61,-0.71,5181,170,514,0.0,11W,EZE11W,T3711,EGPD,ABZ,EGNJ,HUY,EZE,T3,JS41,1647955710,en-route
401068,G-ZAZU,GB,56.44,-3.15,1409,164,233,0.0,,,,EGPT,PSL,,,,,DA42,1647955710,en-route
401152,G-JECX,GB,53.49,-1.9,2743,185,422,-0.30000000000000004,44T,BEE44T,,EGNM,LBA,EGGP,LPL,BEE,,DH8D,1647955710,en-route
402991,G-GYAV,GB,53.73,-2.84,0,145,153,3.3,,,,EGGP,LPL,,,,,C172,1647955710,en-route
403995,G-BWEG,GB,52.84,-1.78,320,243,200,0.30000000000000004,,,,,,,,,,EUPA,1647955710,en-route
404346,G-TAMR,GB,57.31,-2.61,1333,209,175,0.0,,,,EGPE,INV,,,,,C172,1647955710,en-route
405456,G-EUUV,UK,49.17,1.97,8839,139,772,0.0,14R,BAW14R,BA716,EGLL,LHR,LSZH,ZRH,BAW,BA,A320,1647955710,en-route
405620,G-DEWR,GB,51.71,-2.29,218,89,48,0.0,,,,,,,,,,GLID,1647955710,en-route
406014,G-EZTJ,UK,54.66,-6.22,0,64,0,0.0,86BK,EZY86BK,U26704,LEAL,ALC,EGAA,BFS,EZY,U2,A320,1647955710,landed
406017,G-EZTN,UK,49.2,-2.2,0,101,16,0.0,52RU,EZY52RU,U27021,EGGP,LPL,EGJJ,JER,EZY,U2,A320,1647955710,en-route
406091,G-EUYE,UK,51.38,-0.8300000000000001,1348,281,464,-4.2,541A,BAW541A,BA541,LIPE,BLQ,EGLL,LHR,BAW,BA,A320,1647955710,en-route
406116,G-CGFG,GB,53.49,-2.43,213,226,124,0.0,,,,,,,,,,C152,1647955710,en-route
406416,G-DCAM,GB,53.15,-2.81,419,256,240,0.0,,,,,,,,,,AS55,1647955710,en-route
406437,G-EJBI,GB,52.36,1.63,1318,130,187,0.0,,,,,,,,,,KL07,1647955710,en-route
406590,G-STBD,UK,40.22,38.33,10363,309,935,0.0,60,BAW60,BA60,VRMM,MLE,EGLL,LHR,BAW,BA,B77W,1647955710,en-route
406654,G-JKRV,GB,53.26,-3.47,510,19,112,-1.0,,,,,,,,,,ARCP,1647955710,en-route
406660,G-TAWA,DE,48.56,-1.73,10972,21,840,0.0,52J,TOM52J,BY5285,GCTS,TFS,EGSH,NWI,TUI,BY,B738,1647955710,en-route
406668,G-EZUN,UK,36.19,-9.85,10972,31,859,0.0,82CR,EZY82CR,U22292,GCFV,FUE,EGGW,LTN,EZY,U2,A320,1647955710,en-route
406669,G-EZUO,UK,42.09,8.39,10972,334,813,0.0,16AQ,EZY16AQ,U21998,LMML,MLA,EGCC,MAN,EZY,U2,A320,1647955710,en-route
406673,G-EZUZ,UK,47.16,4.02,10668,133,777,0.0,39MF,EZY39MF,U28567,EGKK,LGW,LICC,CTA,EZY,U2,A320,1647955710,en-route
406752,G-EZWA,UK,28.74,-14.93,8854,33,900,4.6,86YE,EZY86YE,U22040,GCTS,TFS,EGGW,LTN,EZY,U2,A320,1647955710,en-route
406754,G-EZWC,UK,40.23,1.98,8526,344,740,4.9,62CB,EZY62CB,U28628,LEPA,PMI,EGKK,LGW,EZY,U2,A320,1647955710,en-route
407070,G-CJDA,GB,53.47,-2.42,38,151,81,-1.6,,,,,,,,,,C42,1647955710,en-route
407131,G-VBOW,UK,57.23,-17.27,10058,299,937,0.0,155M,VIR155M,VS155,EGLL,LHR,KLAS,LAS,VIR,VS,B789,1647955710,en-route
407132,G-CJOT,GB,50.88,-0.96,1112,354,100,0.0,,,,EGHJ,BBP,,,,,C42,1647955710,en-route
407171,G-ZNTH,UK,51.05,2.17,9448,101,759,11.1,7C,BZE07C,,EGKB,BQH,LSGG,GVA,BZE,,LJ75,1647955710,en-route
407177,G-JZBJ,UK,36.72,-11.14,11277,198,783,0.0,78P,EXS78P,LS781,EGCC,MAN,GCLP,LPA,EXS,LS,B738,1647955710,en-route
407178,G-JZBK,UK,30.49,-16.46,9448,174,909,0.0,32DF,EXS32DF,LS739,EGPH,EDI,GCTS,TFS,EXS,LS,B738,1647955710,en-route
407179,G-JZBL,UK,29.44,-14.95,10820,197,766,-8.8,6NA,EXS6NA,LS477,EGNM,LBA,GCLP,LPA,EXS,LS,B738,1647955710,en-route
407180,G-JZBD,UK,34.13,-10.49,11887,205,755,0.0,92ML,EXS92ML,LS1401,EGSS,STN,GCRR,ACE,EXS,LS,B738,1647955710,en-route
407181,G-JZBE,UK,36.92,30.8,0,182,0,0.0,59LD,EXS59LD,LS110,LTAI,AYT,EGPF,GLA,EXS,LS,B738,1647955710,landed
407182,G-JZBF,UK,32.01,-16.2,10668,207,870,0.0,45D,EXS45D,LS1259,EGBB,BHX,GCLP,LPA,EXS,LS,B738,1647955710,en-route
407241,G-ISLL,UK,49.64,-2.45,2438,23,370,7.2,,,,EGJB,GCI,,,BCI,SI,AT75,1647955710,en-route
407433,G-LHAB,GB,52.2,-1.65,243,349,188,1.6,,,,,,,,,,SLG2,1647955710,en-route
407462,G-TTNC,UK,35.38,-9.43,11574,33,898,0.0,2HK,BAW2HK,BA2733,GCRR,ACE,EGLL,LHR,BAW,BA,A20N,1647955710,en-route
407463,G-TTNB,UK,37.19,-13.37,11285,213,807,0.0,2780,BAW2780,BA2780,EGLL,LHR,LPMA,FNC,BAW,BA,A20N,1647955710,en-route
407473,G-LDGD,GB,51.93,-1.51,1104,323,188,1.0,28,LDG28,,EGTK,OXF,EGNX,EMA,LDG,,DA40,1647955710,en-route
407474,G-TAMI,GB,51.95,-1.9500000000000002,922,290,170,0.0,14,LDG14,,EGTK,OXF,EGGP,LPL,LDG,,DA40,1647955710,en-route
407501,G-KYLA,GB,51.79,-3.5700000000000003,1043,284,275,0.7000000000000001,,,,EGBP,GBA,,,,,SR22,1647955710,en-route
407512,G-TUIM,DE,56.46,-36.72,11579,258,888,0.0,168,TOM168,BY168,EGCC,MAN,MMUN,CUN,TUI,BY,B789,1647955710,en-route
407534,G-TTND,UK,51.59,-0.54,1645,262,574,-12.0,9258,BAW9258,BA9258,EDDH,HAM,EGLL,LHR,BAW,BA,A20N,1647955710,en-route
407537,G-TTNG,UK,40.59,20.14,10995,320,803,-0.30000000000000004,66GA,BAW66GA,BA641,LGAV,ATH,EGLL,LHR,BAW,BA,A20N,1647955710,en-route
407567,G-UZHM,UK,42.25,18.83,10668,148,805,0.30000000000000004,78KY,EZY78KY,U22395,EGGW,LTN,HESH,SSH,EZY,U2,A20N,1647955710,en-route
407574,G-EZRY,UK,49.29,1.38,11277,154,781,0.0,73HM,EZY73HM,U28355,EGKK,LGW,LFMN,NCE,EZY,U2,A320,1647955710,en-route
407607,G-CKXL,UK,57.2,-2.21,0,227,14,0.0,78H,BHL78H,,,,,,BHL,,S92,1647955710,en-route
407620,G-CTSP,PT,51.0,-2.36,678,357,270,3.3,,,,EGHH,BOH,,,EAD,,DA40,1647955710,en-route
407630,G-JZBR,UK,28.02,-16.64,304,68,281,-3.9,34M,EXS34M,LS1891,EGGD,BRS,GCTS,TFS,EXS,LS,B738,1647955710,en-route
407631,G-JZBS,UK,28.29,-17.08,3589,153,637,-11.4,5CW,EXS5CW,LS517,EGNT,NCL,GCTS,TFS,EXS,LS,B738,1647955710,en-route
407649,G-CTSS,PT,50.83,-2.3,815,290,233,0.7000000000000001,,,,,,,,EAD,,DA40,1647955710,en-route
407688,G-UZHT,UK,51.31,-4.96,11582,236,794,0.0,12QL,EZY12QL,U21903,EGCC,MAN,GCTS,TFS,EZY,U2,A20N,1647955710,en-route
407689,G-UZHU,UK,29.25,-16.26,9197,341,757,2.6,45YT,EZY45YT,U21902,GCTS,TFS,EGCC,MAN,EZY,U2,A20N,1647955710,en-route
407698,G-VJAM,UK,51.37,0.2,5265,98,561,14.0,505,VIR505,VS505,EGLL,LHR,EBBR,BRU,VIR,VS,A35K,1647955710,en-route
407699,G-VPRD,UK,52.78,-50.88,11579,248,918,0.0,3N,VIR3N,VS3,EGLL,LHR,KJFK,JFK,VIR,VS,A35K,1647955710,en-route
407795,G-UZLC,UK,44.9,-3.1,11269,182,792,0.0,98AU,EZY98AU,U28277,EGKK,LGW,LEMD,MAD,EZY,U2,A20N,1647955710,en-route
407797,G-UZLF,UK,48.94,10.33,11277,126,827,0.0,2085,EZY2085,U22085,EGGW,LTN,LLBG,TLV,EZY,U2,A20N,1647955710,en-route
407799,G-XWBC,UK,50.72,5.42,11277,104,859,-0.30000000000000004,107,BAW107,BA107,EGLL,LHR,OMDB,DXB,BAW,BA,A35K,1647955710,en-route
407843,G-HMGB,AU,51.46,1.46,1097,284,303,0.0,22A,RES22A,,EGCN,DSA,EGMC,SEN,RES,,BE20,1647955710,en-route
407908,G-VNAV,UK,53.3,-2.8,190,220,298,0.7000000000000001,2,VOR2,,EGNR,CEG,,,VOR,,DA62,1647955710,en-route
407914,G-DRTZ,UK,38.29,-0.55,0,11,1,0.0,6LM,EXS6LM,LS583,EGNT,NCL,LEAL,ALC,EXS,LS,B738,1647955710,landed
407935,G-CLKB,GB,51.08,-3.58,990,240,170,1.6,,,,,,,,,,C172,1647955710,en-route
407937,G-LHXB,GB,50.93,-3.46,655,347,270,3.3,,,,EGHH,BOH,,,,,DA42,1647955710,en-route
407959,G-UZLK,UK,46.15,-6.08,11574,24,848,0.0,35ZH,EZY35ZH,U26194,GCRR,ACE,EGGD,BRS,EZY,U2,A20N,1647955710,en-route
407983,G-LHXD,GB,50.78,-1.8399999999999999,0,343,20,0.0,,,,EGHH,BOH,EGHH,BOH,,,DA42,1647955710,en-route
407993,G-STBN,UK,56.97,-14.56,10668,117,1000,0.0,268,BAW268,BA268,KLAX,LAX,EGLL,LHR,BAW,BA,B77W,1647955710,en-route
407994,G-STBO,UK,42.79,-25.33,10972,236,879,0.0,255,BAW255,BA255,EGLL,LHR,TBPB,BGI,BAW,BA,B77W,1647955710,en-route
407995,G-STBP,UK,54.43,-10.56,10363,303,931,0.30000000000000004,173A,BAW173A,BA173,EGLL,LHR,KJFK,JFK,BAW,BA,B77W,1647955710,en-route
407997,G-LHXC,GB,50.78,-1.8399999999999999,0,101,1,0.0,,,,EGHH,BOH,EGHH,BOH,,,DA42,1647955710,landed
424116,VP-BKX,RU,55.06,89.88,10447,236,731,2.6,2929,SVR2929,U62929,UNKL,KJA,UTDD,DYU,SVR,U6,A320,1647955710,en-route
424194,VP-CKH,KY,32.52,29.11,11582,331,796,0.30000000000000004,,,,HECA,CAI,,,,,A318,1647955710,en-route
